surah,ayah,status,char_lock_verified,original_thai,final_thai
57,8,CLEAN,True,และไฉนเล่าพวกเจ้าจึงไม่ศรัทธาต่ออัลลอฮฺ ทั้ง ๆ ที่รอซูลได้เรียกร้องพวกเจ้าให้ศรัทธาต่อพระเจ้าของพวกเจ้า และแน่นอน พระองค์ได้ทรงเอาสัญญากับพวกเจ้าแล้ว หากพวกเจ้าเป็นผู้ศรัทธา.,และไฉนเล่าพวกเจ้าจึงไม่ศรัทธาต่ออัลลอฮฺ ทั้ง ๆ ที่รอซูลได้เรียกร้องพวกเจ้าให้ศรัทธาต่อพระเจ้าของพวกเจ้า และแน่นอน พระองค์ได้ทรงเอาสัญญากับพวกเจ้าแล้ว หากพวกเจ้าเป็นผู้ศรัทธา.
57,9,CLEAN,True,พระองค์เป็นผู้ทรงประทานบรรดาอัลอายาตอันชัดแจ้งลงมาแก่ (มุฮัมมัด) บ่าวของพระองค์ เพื่อทรงนำพวกเจ้าออกจากความมืดทั้งหลายสู่ความสว่าง และแท้จริงอัลลอฮฺนั้นเป็นผู้ทรงเอ็นดู ผู้ทรงเมตตาเสมอต่อพวกเจ้า.,พระองค์เป็นผู้ทรงประทานบรรดาอัลอายาตอันชัดแจ้งลงมาแก่ (มุฮัมมัด) บ่าวของพระองค์ เพื่อทรงนำพวกเจ้าออกจากความมืดทั้งหลายสู่ความสว่าง และแท้จริงอัลลอฮฺนั้นเป็นผู้ทรงเอ็นดู ผู้ทรงเมตตาเสมอต่อพวกเจ้า.
57,10,CLEAN,True,และไฉนเล่าพวกเจ้าจึงไม่บริจาคในทางของอัลลอฮฺทั้ง ๆ ที่มรดกแห่งชั้นฟ้าทั้งหลายและแผ่นดินนี้เป็นของอัลลอฮฺ ในหมู่พวกเจ้านั้นมีผู้บริจาคและได้ต่อสู้ (ในทางของอัลลอฮฺ) ก่อนการพิชิต (นครมักกะฮฺ) ชนเหล่านั้นย่อมมีฐานะสูงส่งกว่าบรรดาผู้บริจาค และต่อสู้ (ในทางของอัลลอฮฺ) หลังจากพิชิต (นครมักกะฮฺ) และอัลลอฮฺทรงสัญญาความดีงาม (สวนสวรรค์) แก่ทั้งสองฝ่าย และอัลลอฮฺนั้นทรงรอบรู้อย่างละเอียดในสิ่งที่พวกเจ้ากระทำ.,และไฉนเล่าพวกเจ้าจึงไม่บริจาคในทางของอัลลอฮฺทั้ง ๆ ที่มรดกแห่งชั้นฟ้าทั้งหลายและแผ่นดินนี้เป็นของอัลลอฮฺ ในหมู่พวกเจ้านั้นมีผู้บริจาคและได้ต่อสู้ (ในทางของอัลลอฮฺ) ก่อนการพิชิต (นครมักกะฮฺ) ชนเหล่านั้นย่อมมีฐานะสูงส่งกว่าบรรดาผู้บริจาค และต่อสู้ (ในทางของอัลลอฮฺ) หลังจากพิชิต (นครมักกะฮฺ) และอัลลอฮฺทรงสัญญาความดีงาม (สวนสวรรค์) แก่ทั้งสองฝ่าย และอัลลอฮฺนั้นทรงรอบรู้อย่างละเอียดในสิ่งที่พวกเจ้ากระทำ.
57,11,CLEAN,True,ใครคือผู้ที่จะให้อัลลอฮฺยืม (บริจาคในทางของอัลลอฮฺ) ด้วยการยืมที่ดี แล้วพระองค์ก็จะทรงเพิ่มพูนผลบุญแก่เขา และเขาจะได้รับรางวัลอันมีเกียรติ (สวนสวรรค์),ใครคือผู้ที่จะให้อัลลอฮฺยืม (บริจาคในทางของอัลลอฮฺ) ด้วยการยืมที่ดี แล้วพระองค์ก็จะทรงเพิ่มพูนผลบุญแก่เขา และเขาจะได้รับรางวัลอันมีเกียรติ (สวนสวรรค์)
57,12,CLEAN,True,วันที่เจ้าจะเห็นบรรดาผู้ศรัทธาชายและบรรดาผู้ศรัทธาหญิง แสงสว่างของพวกเขาจะฉายแสง ณ เบื้องหน้าของพวกเขา และทางเบื้องขวาของพวกเขา (จะมีเสียงกล่าวว่า) วันนี้มีข่าวดีแก่พวกเจ้า คือสวนสวรรค์หลากหลายมีแม่น้ำหลายสายไหลผ่าน ณ เบื้องล่างของมันโดยพำนักอยู่ในนั้นตลอดกาล นั่นคือชัยชนะอันยิ่งใหญ่.,วันที่เจ้าจะเห็นบรรดาผู้ศรัทธาชายและบรรดาผู้ศรัทธาหญิง แสงสว่างของพวกเขาจะฉายแสง ณ เบื้องหน้าของพวกเขา และทางเบื้องขวาของพวกเขา (จะมีเสียงกล่าวว่า) วันนี้มีข่าวดีแก่พวกเจ้า คือสวนสวรรค์หลากหลายมีแม่น้ำหลายสายไหลผ่าน ณ เบื้องล่างของมันโดยพำนักอยู่ในนั้นตลอดกาล นั่นคือชัยชนะอันยิ่งใหญ่.
57,13,CLEAN,True,วันที่พวกมุนาฟิกีนชาย และพวกมุนาฟิกีนหญิงจะกล่าวแก่บรรดาผู้ศรัทธาว่า “จงมองมายังเราเถิด เพื่อเราจะได้รับแสงสว่างของพวกท่านด้วย” จะมีเสียงกล่าวว่า “จงหันหลังกลับไปทางข้างหลังของพวกเจ้าเพื่อแสวงหาเอาเอง” (ขณะนั้น) ก็จะมีกำแพงที่มีประตูบานหนึ่งมาขวางกั้นระหว่างพวกเขา ด้านในของมันนั้นมีความเมตตา และด้านนอกของมัน (ของพวกมุนาฟิกีน) มีการลงโทษ,วันที่พวกมุนาฟิกีนชาย และพวกมุนาฟิกีนหญิงจะกล่าวแก่บรรดาผู้ศรัทธาว่า “จงมองมายังเราเถิด เพื่อเราจะได้รับแสงสว่างของพวกท่านด้วย” จะมีเสียงกล่าวว่า “จงหันหลังกลับไปทางข้างหลังของพวกเจ้าเพื่อแสวงหาเอาเอง” (ขณะนั้น) ก็จะมีกำแพงที่มีประตูบานหนึ่งมาขวางกั้นระหว่างพวกเขา ด้านในของมันนั้นมีความเมตตา และด้านนอกของมัน (ของพวกมุนาฟิกีน) มีการลงโทษ
57,14,CLEAN,True,พวกเขา (มุนาฟิกีน) จะร้องเรียกเขาทั้งหลาย (บรรดามุอฺมินีน) ว่า “พวกเรามิได้เคยอยู่ร่วมกับพวกท่านดอกหรือ?” เขาทั้งหลายกล่าวว่า “แน่นอน แต่พวกท่านได้ทำลายตัวของพวกท่านด้วยการกลับกลอก และพวกท่านคอยสิ่งที่เกิดขึ้น (แก่บรรดามุอฺมินีน) และพวกท่านสงสัย (ในเรื่องของศาสนา) และความหวังที่เลื่อนลอยได้หลอกลวงพวกท่าน จนกระทั่งพระบัญชาของอัลลอฮฺได้มีมา และมัน (ชัยฏอน) ได้ล่อลวงพวกเจ้าเกี่ยวกับอัลลอฮฺ,พวกเขา (มุนาฟิกีน) จะร้องเรียกเขาทั้งหลาย (บรรดามุอฺมินีน) ว่า “พวกเรามิได้เคยอยู่ร่วมกับพวกท่านดอกหรือ?” เขาทั้งหลายกล่าวว่า “แน่นอน แต่พวกท่านได้ทำลายตัวของพวกท่านด้วยการกลับกลอก และพวกท่านคอยสิ่งที่เกิดขึ้น (แก่บรรดามุอฺมินีน) และพวกท่านสงสัย (ในเรื่องของศาสนา) และความหวังที่เลื่อนลอยได้หลอกลวงพวกท่าน จนกระทั่งพระบัญชาของอัลลอฮฺได้มีมา และมัน (ชัยฏอน) ได้ล่อลวงพวกเจ้าเกี่ยวกับอัลลอฮฺ
57,15,CLEAN,True,ดังนั้นวันนี้การไถ่บาปจะไม่ถูกรับจากพวกเจ้า และจากบรรดาผู้ปฏิเสธศรัทธา ที่พำนักของพวกเจ้าคือไฟนรก มันเป็นสถานที่อันเหมาะสมแก่พวกเจ้า และมันเป็นทางกลับที่ชั่วร้ายยิ่ง.,ดังนั้นวันนี้การไถ่บาปจะไม่ถูกรับจากพวกเจ้า และจากบรรดาผู้ปฏิเสธศรัทธา ที่พำนักของพวกเจ้าคือไฟนรก มันเป็นสถานที่อันเหมาะสมแก่พวกเจ้า และมันเป็นทางกลับที่ชั่วร้ายยิ่ง.
57,16,CLEAN,True,ยังไม่ถึงเวลาอีกหรือสำหรับบรรดาผู้ศรัทธาที่หัวใจของพวกเขาจะนอบน้อมต่อการรำลึกถึงอัลลอฮฺ และสิ่งซึ่งได้มีลงมาคือความจริง และพวกเขาอย่าได้เป็นเช่นบรรดาผู้ที่ได้รับคัมภีร์มาแต่ก่อนนี้ แล้วช่วงเวลาได้เนิ่นนานเกินไปแก่พวกเขา ดังนั้นจิตใจของพวกเขาจึงแข็งกระด้าง และส่วนมากของพวกเขาจึงเป็นผู้ฝ่าฝืน.,ยังไม่ถึงเวลาอีกหรือสำหรับบรรดาผู้ศรัทธาที่หัวใจของพวกเขาจะนอบน้อมต่อการรำลึกถึงอัลลอฮฺ และสิ่งซึ่งได้มีลงมาคือความจริง และพวกเขาอย่าได้เป็นเช่นบรรดาผู้ที่ได้รับคัมภีร์มาแต่ก่อนนี้ แล้วช่วงเวลาได้เนิ่นนานเกินไปแก่พวกเขา ดังนั้นจิตใจของพวกเขาจึงแข็งกระด้าง และส่วนมากของพวกเขาจึงเป็นผู้ฝ่าฝืน.
57,17,CLEAN,True,พึงทราบเถิดว่า แท้จริงอัลลอฮฺนั้น ทรงให้แผ่นดินมีชีวิตชีวาหลังจากการแห้งแล้งของมัน แน่นอน เราได้ทำให้สัญญาณทั้งหลายแจ่มแจ้งแก่พวกเจ้าแล้ว เพื่อพวกเจ้าจะได้ใช้สติปัญญาใคร่ครวญ.,พึงทราบเถิดว่า แท้จริงอัลลอฮฺนั้น ทรงให้แผ่นดินมีชีวิตชีวาหลังจากการแห้งแล้งของมัน แน่นอน เราได้ทำให้สัญญาณทั้งหลายแจ่มแจ้งแก่พวกเจ้าแล้ว เพื่อพวกเจ้าจะได้ใช้สติปัญญาใคร่ครวญ.
57,18,CLEAN,True,แท้จริงบรรดาผู้บริจาคชายและบรรดาผู้บริจาคหญิง และพวกเขาได้ให้อัลลอฮฺยืม (บริจาคในหนทางของอัลลอฮฺ) ด้วยการยืมที่ดี จะมีเพิ่ม (ผลบุญ) แก่พวกเขา และสำหรับพวกเขาจะได้รับรางวัลอันมีเกียรติ.,แท้จริงบรรดาผู้บริจาคชายและบรรดาผู้บริจาคหญิง และพวกเขาได้ให้อัลลอฮฺยืม (บริจาคในหนทางของอัลลอฮฺ) ด้วยการยืมที่ดี จะมีเพิ่ม (ผลบุญ) แก่พวกเขา และสำหรับพวกเขาจะได้รับรางวัลอันมีเกียรติ.
57,19,CLEAN,True,และบรรดาผู้ศรัทธาต่ออัลลอฮฺ และบรรดารอซูลของพระองค์ ชนเหล่านั้นพวกเขาเป็นผู้สัตย์จริง และเป็นผู้เสียสละชีวิต ณ ที่พระเจ้าของพวกเขา สำหรับพวกเขาจะได้รับรางวัลของพวกเขา และแสงสว่างของพวกเขา ส่วนบรรดาผู้ปฏิเสธศรัทธา และปฏิเสธสัญญาณต่าง ๆ ของเรา ชนเหล่านั้นเป็นชาวนรก.,และบรรดาผู้ศรัทธาต่ออัลลอฮฺ และบรรดารอซูลของพระองค์ ชนเหล่านั้นพวกเขาเป็นผู้สัตย์จริง และเป็นผู้เสียสละชีวิต ณ ที่พระเจ้าของพวกเขา สำหรับพวกเขาจะได้รับรางวัลของพวกเขา และแสงสว่างของพวกเขา ส่วนบรรดาผู้ปฏิเสธศรัทธา และปฏิเสธสัญญาณต่าง ๆ ของเรา ชนเหล่านั้นเป็นชาวนรก.
57,20,CLEAN,True,พึงทราบเถิดว่า แท้จริงการมีชีวิตอยู่ในโลกนี้มิใช่อื่นใด เว้นแต่เป็นการละเล่น และการสนุกสนานร่าเริง และเครื่องประดับ และความโอ้อวดระหว่างพวกเจ้า และการแข่งขันกันสะสมในทรัพย์สินและลูกหลาน เปรียบเสมือนเช่นน้ำฝนที่การงอกเงยพืชผลยังความพอใจให้แก่กสิกร แล้วมันก็เหี่ยวแห้ง เจ้าจะเห็นมันเป็นสีเหลือง แล้วมันก็กลายเป็นเศษเป็นชิ้นแห้ง ส่วนในวันปรโลกนั้นมีการลงโทษอย่างสาหัส และมีการอภัยโทษและความโปรดปรานจากอัลลอฮฺ และการมีชีวิตอยู่ในโลกนี้ มิใช่อื่นใด นอกจากการแสวงหาผลประโยชน์แห่งการหลอกลวงเท่านั้น.,พึงทราบเถิดว่า แท้จริงการมีชีวิตอยู่ในโลกนี้มิใช่อื่นใด เว้นแต่เป็นการละเล่น และการสนุกสนานร่าเริง และเครื่องประดับ และความโอ้อวดระหว่างพวกเจ้า และการแข่งขันกันสะสมในทรัพย์สินและลูกหลาน เปรียบเสมือนเช่นน้ำฝนที่การงอกเงยพืชผลยังความพอใจให้แก่กสิกร แล้วมันก็เหี่ยวแห้ง เจ้าจะเห็นมันเป็นสีเหลือง แล้วมันก็กลายเป็นเศษเป็นชิ้นแห้ง ส่วนในวันปรโลกนั้นมีการลงโทษอย่างสาหัส และมีการอภัยโทษและความโปรดปรานจากอัลลอฮฺ และการมีชีวิตอยู่ในโลกนี้ มิใช่อื่นใด นอกจากการแสวงหาผลประโยชน์แห่งการหลอกลวงเท่านั้น.
57,21,CLEAN,True,จงเร่งรีบไปสู่การขออภัยโทษจากพระเจ้าของพวกเจ้า และสวนสวรรค์ซึ่งความกว้างของมันประหนึ่งความกว้างของชั้นฟ้าและแผ่นดิน (ซึ่งสวรรค์นั้น) ถูกเตรียมไว้สำหรับบรรดาผู้ศรัทธาต่ออัลลอฮฺและบรรดารอซูลของพระองค์ นั่นคือความโปรดปรานของอัลลอฮฺ ซึ่งพระองค์จะทรงประทานมันให้แก่ผู้ที่พระองค์ทรงประสงค์ และอัลลอฮฺนั้นทรงเป็นผู้โปรดปรานอันใหญ่หลวง.,จงเร่งรีบไปสู่การขออภัยโทษจากพระเจ้าของพวกเจ้า และสวนสวรรค์ซึ่งความกว้างของมันประหนึ่งความกว้างของชั้นฟ้าและแผ่นดิน (ซึ่งสวรรค์นั้น) ถูกเตรียมไว้สำหรับบรรดาผู้ศรัทธาต่ออัลลอฮฺและบรรดารอซูลของพระองค์ นั่นคือความโปรดปรานของอัลลอฮฺ ซึ่งพระองค์จะทรงประทานมันให้แก่ผู้ที่พระองค์ทรงประสงค์ และอัลลอฮฺนั้นทรงเป็นผู้โปรดปรานอันใหญ่หลวง.
57,22,CLEAN,True,ไม่มีเคราะห์กรรมอันใดเกิดขึ้นในแผ่นดินนี้ และไม่มีแม้แต่ในตัวของพวกเจ้าเอง เว้นแต่ได้มีไว้ในบันทึกก่อนที่เราจะบังเกิดมันขึ้นมา แท้จริงนั่นมันเป็นการง่ายสำหรับอัลลอฮฺ.,ไม่มีเคราะห์กรรมอันใดเกิดขึ้นในแผ่นดินนี้ และไม่มีแม้แต่ในตัวของพวกเจ้าเอง เว้นแต่ได้มีไว้ในบันทึกก่อนที่เราจะบังเกิดมันขึ้นมา แท้จริงนั่นมันเป็นการง่ายสำหรับอัลลอฮฺ.
57,23,CLEAN,True,เพื่อพวกเจ้าจะได้ไม่ต้องเสียใจต่อสิ่งที่ได้สูญเสียไปจากพวกเจ้า และไม่ดีใจต่อสิ่งที่พระองค์ทรงประทานแก่พวกเจ้า และอัลลอฮฺมิทรงชอบทุกผู้หยิ่งจองหอง และผู้คุยโวโอ้อวด.,เพื่อพวกเจ้าจะได้ไม่ต้องเสียใจต่อสิ่งที่ได้สูญเสียไปจากพวกเจ้า และไม่ดีใจต่อสิ่งที่พระองค์ทรงประทานแก่พวกเจ้า และอัลลอฮฺมิทรงชอบทุกผู้หยิ่งจองหอง และผู้คุยโวโอ้อวด.
57,24,CLEAN,True,คือบรรดาผู้ที่ตระหนี่ และสั่งสอนคนอื่นให้ตระหนี่ และผู้ที่ผินหลังให้ แท้จริงอัลลอฮฺนั้นพระองค์ทรงพอเพียง และทรงได้รับการสรรเสริญอย่างแน่นอน.,คือบรรดาผู้ที่ตระหนี่ และสั่งสอนคนอื่นให้ตระหนี่ และผู้ที่ผินหลังให้ แท้จริงอัลลอฮฺนั้นพระองค์ทรงพอเพียง และทรงได้รับการสรรเสริญอย่างแน่นอน.
57,25,CLEAN,True,โดยแน่นอน เราได้ส่งบรรดารอซูลของเราพร้อมด้วยหลักฐานทั้งหลายอันชัดแจ้ง และเราได้ประทานคัมภีร์ และความยุติธรรมลงมาพร้อมกับพวกเขา เพื่อมนุษย์จะได้ดำรงอยู่บนความเที่ยงธรรม และเราได้ให้มีเหล็กขึ้นมา เพราะในนั้นมีความแข็งแกร่งมาก และมีประโยชน์มากหลายสำหรับมนุษย์ และเพื่ออัลลอฮฺจะได้ทรงรู้ถึงผู้ที่ช่วยเหลือพระองค์ และบรรดารอซูลของพระองค์ (มีความเชื่อมั่น) โดยทางลับ (ต่อพระองค์) แท้จริงอัลลอฮฺนั้นเป็นทรงพลัง ผู้ทรงอำนาจ.,โดยแน่นอน เราได้ส่งบรรดารอซูลของเราพร้อมด้วยหลักฐานทั้งหลายอันชัดแจ้ง และเราได้ประทานคัมภีร์ และความยุติธรรมลงมาพร้อมกับพวกเขา เพื่อมนุษย์จะได้ดำรงอยู่บนความเที่ยงธรรม และเราได้ให้มีเหล็กขึ้นมา เพราะในนั้นมีความแข็งแกร่งมาก และมีประโยชน์มากหลายสำหรับมนุษย์ และเพื่ออัลลอฮฺจะได้ทรงรู้ถึงผู้ที่ช่วยเหลือพระองค์ และบรรดารอซูลของพระองค์ (มีความเชื่อมั่น) โดยทางลับ (ต่อพระองค์) แท้จริงอัลลอฮฺนั้นเป็นทรงพลัง ผู้ทรงอำนาจ.
57,26,CLEAN,True,(ขอสาบานด้วยพระนามของอัลลอฮฺ) โดยแน่นอน เราได้ส่งนูหฺและอิบรอฮีม และเราได้ทำให้ลูกหลานของเขาทั้งสองเป็นนะบี และเราได้ประทานคัมภีร์ (อัตเตารอต อัซซะบูร อัลอินญีล และอัลกุรอาน) ดังนั้น บางคนในหมู่พวกเขาก็เป็นผู้อยู่ในแนวทางที่ถูกต้อง และส่วนมากในหมู่พวกเขาก็เป็นผู้ฝ่าฝืนหลงทาง,(ขอสาบานด้วยพระนามของอัลลอฮฺ) โดยแน่นอน เราได้ส่งนูหฺและอิบรอฮีม และเราได้ทำให้ลูกหลานของเขาทั้งสองเป็นนะบี และเราได้ประทานคัมภีร์ (อัตเตารอต อัซซะบูร อัลอินญีล และอัลกุรอาน) ดังนั้น บางคนในหมู่พวกเขาก็เป็นผู้อยู่ในแนวทางที่ถูกต้อง และส่วนมากในหมู่พวกเขาก็เป็นผู้ฝ่าฝืนหลงทาง
57,27,CLEAN,True,แล้วเราก็ได้ส่งบรรดารอซูลของเราติดตามร่องรอยของพวกเขา และเราได้ส่งอีซา อิบนฺ มัรยัมตามมา และเราได้ประทานอินญีลให้แก่เขา และเราได้บันดาลความสงสารและความเมตตาให้เกิดขึ้นในจิตใจของบรรดาผู้ที่เชื่อฟังปฏิบัติตามเขา ส่วนการเป็นนักบวชนั้น เรามิได้บัญญัติมันขึ้นมาแก่พวกเขา (เว้นแต่) พวกเขาประดิษฐ์มันขึ้นมา เพื่อแสวงหาความโปรดปรานของอัลลอฮฺ แต่พวกเขามิได้เอาใจใส่เท่าที่ควรกระทำมัน กระนั้นก็ดี เราก็ได้ประทานรางวัลของพวกเขาแก่บรรดาผู้ศรัทธาในหมู่พวกเขา แต่ส่วนมากของพวกเขาเป็นผู้ฝ่าฝืน,แล้วเราก็ได้ส่งบรรดารอซูลของเราติดตามร่องรอยของพวกเขา และเราได้ส่งอีซา อิบนฺ มัรยัมตามมา และเราได้ประทานอินญีลให้แก่เขา และเราได้บันดาลความสงสารและความเมตตาให้เกิดขึ้นในจิตใจของบรรดาผู้ที่เชื่อฟังปฏิบัติตามเขา ส่วนการเป็นนักบวชนั้น เรามิได้บัญญัติมันขึ้นมาแก่พวกเขา (เว้นแต่) พวกเขาประดิษฐ์มันขึ้นมา เพื่อแสวงหาความโปรดปรานของอัลลอฮฺ แต่พวกเขามิได้เอาใจใส่เท่าที่ควรกระทำมัน กระนั้นก็ดี เราก็ได้ประทานรางวัลของพวกเขาแก่บรรดาผู้ศรัทธาในหมู่พวกเขา แต่ส่วนมากของพวกเขาเป็นผู้ฝ่าฝืน
57,28,CLEAN,True,โอ้บรรดาผู้ศรัทธาเอ๋ย จงยำเกรงต่ออัลลอฮฺ และจงศรัทธาต่อรอซูลของพระองค์เถิด พระองค์จะทรงประทานความเมตตาของพระองค์ให้แก่พวกเจ้าสองเท่า และจะทรงให้มีแสงสว่างแก่พวกเจ้าเพื่อพวกเจ้าจะได้ดำเนินชีวิตด้วยมัน และจะทรงอภัยโทษให้แก่พวกเจ้า และอัลลอฮฺนั้นเป็นผู้ทรงอภัย ผู้ทรงเมตตาเสมอ,โอ้บรรดาผู้ศรัทธาเอ๋ย จงยำเกรงต่ออัลลอฮฺ และจงศรัทธาต่อรอซูลของพระองค์เถิด พระองค์จะทรงประทานความเมตตาของพระองค์ให้แก่พวกเจ้าสองเท่า และจะทรงให้มีแสงสว่างแก่พวกเจ้าเพื่อพวกเจ้าจะได้ดำเนินชีวิตด้วยมัน และจะทรงอภัยโทษให้แก่พวกเจ้า และอัลลอฮฺนั้นเป็นผู้ทรงอภัย ผู้ทรงเมตตาเสมอ
57,29,CLEAN,True,ทั้งนี้เพื่อให้อะฮฺลุลกิตาบจะได้รู้ว่าพวกเขาไม่มีอำนาจเหนือสิ่งใดในความโปรดปรานของอัลลอฮฺ และแท้จริงความโปรดปรานนั้นอยู่ในเงื้อมพระหัตถ์ของอัลลอฮฺ ซึ่งพระองค์จะทรงประทานความโปรดปรานนั้นแก่ผู้ที่พระองค์ทรงประสงค์ และอัลลอฮฺเป็นผู้ทรงโปรดปรานอันใหญ่หลวง,ทั้งนี้เพื่อให้อะฮฺลุลกิตาบจะได้รู้ว่าพวกเขาไม่มีอำนาจเหนือสิ่งใดในความโปรดปรานของอัลลอฮฺ และแท้จริงความโปรดปรานนั้นอยู่ในเงื้อมพระหัตถ์ของอัลลอฮฺ ซึ่งพระองค์จะทรงประทานความโปรดปรานนั้นแก่ผู้ที่พระองค์ทรงประสงค์ และอัลลอฮฺเป็นผู้ทรงโปรดปรานอันใหญ่หลวง
58,1,CLEAN,True,โดยแน่นอน อัลลอฮฺทรงได้ยินถ้อยคำของสตรีที่กำลังโต้แย้งกับเจ้าในเรื่องสามีของนาง และนางได้ร้องทุกข์ต่ออัลลอฮฺ และอัลลอฮฺนั้นทรงได้ยินการตอบโต้ของเจ้าทั้งสอง แท้จริงอัลลอฮฺเป็นผู้ทรงได้ยิน ผู้ทรงรู้เห็นเสมอ,โดยแน่นอน อัลลอฮฺทรงได้ยินถ้อยคำของสตรีที่กำลังโต้แย้งกับเจ้าในเรื่องสามีของนาง และนางได้ร้องทุกข์ต่ออัลลอฮฺ และอัลลอฮฺนั้นทรงได้ยินการตอบโต้ของเจ้าทั้งสอง แท้จริงอัลลอฮฺเป็นผู้ทรงได้ยิน ผู้ทรงรู้เห็นเสมอ
58,2,CLEAN,True,บรรดาผู้เปรียบเทียบภรรยาของพวกเขาในหมู่พวกเจ้าว่าเสมือนแม่ของพวกเขานั้น พวกนางมิได้เป็นแม่ของพวกเขา บรรดาแม่ของพวกเขามิได้เป็นอื่นใดนอกจากเป็นผู้ให้กำเนิดพวกเขาเท่านั้น และแท้จริงพวกเขานั้นกล่าวคำพูดที่น่าเกลียดและกล่าวเท็จ และแท้จริงอัลลอฮฺนั้นเป็นผู้ทรงอภัยโทษ ทรงยกโทษให้เสมอ,บรรดาผู้เปรียบเทียบภรรยาของพวกเขาในหมู่พวกเจ้าว่าเสมือนแม่ของพวกเขานั้น พวกนางมิได้เป็นแม่ของพวกเขา บรรดาแม่ของพวกเขามิได้เป็นอื่นใดนอกจากเป็นผู้ให้กำเนิดพวกเขาเท่านั้น และแท้จริงพวกเขานั้นกล่าวคำพูดที่น่าเกลียดและกล่าวเท็จ และแท้จริงอัลลอฮฺนั้นเป็นผู้ทรงอภัยโทษ ทรงยกโทษให้เสมอ
58,3,CLEAN,True,และบรรดาผู้เปรียบเทียบภรรยาของพวกเขาว่าเสมือนแม่ของพวกเขานั้น แล้วพวกเขาจะคืนสู่ถ้อยคำที่พวกเขาได้กล่าวไว้ ดังนั้น (สิ่งที่จำเป็นแก่เขาต้องปฏิบัติคือ) การปล่อยทาสหนึ่งคนก่อนที่เขาทั้งสองจะแตะต้องต่อกัน (ร่วมหลับนอน) นั่นคือสิ่งที่พวกเจ้าถูกเตือนเอาไว้ (ใช้ให้ปฏิบัติ) และอัลลอฮฺทรงรอบรู้ยิ่งในสิ่งที่พวกเจ้ากระทำ,และบรรดาผู้เปรียบเทียบภรรยาของพวกเขาว่าเสมือนแม่ของพวกเขานั้น แล้วพวกเขาจะคืนสู่ถ้อยคำที่พวกเขาได้กล่าวไว้ ดังนั้น (สิ่งที่จำเป็นแก่เขาต้องปฏิบัติคือ) การปล่อยทาสหนึ่งคนก่อนที่เขาทั้งสองจะแตะต้องต่อกัน (ร่วมหลับนอน) นั่นคือสิ่งที่พวกเจ้าถูกเตือนเอาไว้ (ใช้ให้ปฏิบัติ) และอัลลอฮฺทรงรอบรู้ยิ่งในสิ่งที่พวกเจ้ากระทำ
58,4,CLEAN,True,ส่วนผู้ที่ไม่สามารถหา (ทาส) ได้ ก็ต้องถือศีลอดสองเดือนติดต่อกัน ก่อนที่เขาทั้งสองจะแตะต้องต่อกัน (ร่วมหลับนอน) สำหรับผู้ที่ไม่สามารถจะถือศีลอดได้ ก็ต้องให้อาหารแก่คนยากจนจำนวนหกสิบคน ทั้งนี้เพื่อจะให้พวกเจ้าศรัทธาต่ออัลลอฮฺ และรอซูลของพระองค์ นั่นคือขอบเขตของอัลลอฮฺ และสำหรับพวกปฏิเสธศรัทธานั้น จะได้รับการลงโทษอย่างเจ็บปวด,ส่วนผู้ที่ไม่สามารถหา (ทาส) ได้ ก็ต้องถือศีลอดสองเดือนติดต่อกัน ก่อนที่เขาทั้งสองจะแตะต้องต่อกัน (ร่วมหลับนอน) สำหรับผู้ที่ไม่สามารถจะถือศีลอดได้ ก็ต้องให้อาหารแก่คนยากจนจำนวนหกสิบคน ทั้งนี้เพื่อจะให้พวกเจ้าศรัทธาต่ออัลลอฮฺ และรอซูลของพระองค์ นั่นคือขอบเขตของอัลลอฮฺ และสำหรับพวกปฏิเสธศรัทธานั้น จะได้รับการลงโทษอย่างเจ็บปวด
58,5,CLEAN,True,แท้จริงบรรดาผู้ต่อต้านอัลลอฮฺ และรอซูลของพระองค์ พวกเขาจะถูกทำให้อัปยศเช่นเดียวกับบรรดาก่อนหน้าพวกเขาได้ถูกทำให้อัปยศมาก่อนแล้ว และแน่นอน เราได้ประทานอายาตทั้งหลายอันชัดแจ้ง และสำหรับพวกปฏิเสธศรัทธาจะได้รับการลงโทษอย่างน่าอดสู,แท้จริงบรรดาผู้ต่อต้านอัลลอฮฺ และรอซูลของพระองค์ พวกเขาจะถูกทำให้อัปยศเช่นเดียวกับบรรดาก่อนหน้าพวกเขาได้ถูกทำให้อัปยศมาก่อนแล้ว และแน่นอน เราได้ประทานอายาตทั้งหลายอันชัดแจ้ง และสำหรับพวกปฏิเสธศรัทธาจะได้รับการลงโทษอย่างน่าอดสู
