surah,ayah,issue_type,explanation,target_phrase,replacement_phrase,guardrail_status,original_thai,proposed_thai,arabic_anchor,malay_anchor,malay_reference,arabic_text,reviewer_decision
2,18,MISTRANSLATION,"The Arabic pronoun is implied in the nominal sentence structure (صُمُّۢ), and the Malay reference uses 'Mereka'. 'เขาเหล่านั้น' (those people) is a demonstrative pronoun that shifts the tone from the direct description of the hypocrites (them) to a distant reference, which is inconsistent with the preceding verse's context.",เขาเหล่านั้น,พวกเขา,PASSED_GUARDRAIL,เขาเหล่านั้นเป็นคนหูหนวก เป็นใบ้ และตาบอด ดังนั้นพวกเขาจึงไม่สามารถจะกลับมาได้,พวกเขาเป็นคนหูหนวก เป็นใบ้ และตาบอด ดังนั้นพวกเขาจึงไม่สามารถจะกลับมาได้,صُمُّۢ,Mereka,"Mereka (seolah-olah orang yang) pekak, bisu dan buta; dengan keadaan itu mereka tidak dapat kembali (kepada kebenaran).",صُمُّۢ بُكۡمٌ عُمۡيٞ فَهُمۡ لَا يَرۡجِعُونَ | ١٨,
2,19,MISTRANSLATION,The term 'ทรงล้อม' (surrounding/besieging) is less accurate than 'ทรงครอบคลุม' (encompassing/covering) for the attribute of Allah's knowledge and power (Muhit). 'ทรงครอบคลุม' aligns with the standard theological translation of 'Muhit' in the Malay reference 'meliputi'.,ทรงล้อม,ทรงครอบคลุม,PASSED_GUARDRAIL,หรือดังฝนที่หลั่งลงมาจากฟากฟ้า โดยที่ในฝนนั้นมีทั้งบรรดาความมืด ฟ้าคำรณ และฟ้าแลบ พวกเขาจึงเอานิ้วมือของพวกเขาอุดหูไว้ เนื่องจากฟ้าผ่า ทั้งนี้เพราะกลัวความตาย และอัลลอฮฺนั้นทรงล้อม พวกปฏิเสธการศรัทธาเหล่านั้นไว้แล้ว,หรือดังฝนที่หลั่งลงมาจากฟากฟ้า โดยที่ในฝนนั้นมีทั้งบรรดาความมืด ฟ้าคำรณ และฟ้าแลบ พวกเขาจึงเอานิ้วมือของพวกเขาอุดหูไว้ เนื่องจากฟ้าผ่า ทั้งนี้เพราะกลัวความตาย และอัลลอฮฺนั้นทรงครอบคลุม พวกปฏิเสธการศรัทธาเหล่านั้นไว้แล้ว,مُّحِيطُۢ,meliputi,"Atau (bandingannya) seperti (orang-orang yang ditimpa) hujan lebat dari langit, bersama dengan gelap-gelita, dan guruh serta kilat; mereka menyumbat jarinya ke dalam telinga masing-masing dari mendengar suara petir, kerana mereka takut mati. (Masakan mereka boleh terlepas), sedang (pengetahuan dan kekuasaan) Allah meliputi orang-orang yang kafir itu.",أَوۡ كَصَيِّبٖ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٞ وَرَعۡدٞ وَبَرۡقٞ يَجۡعَلُونَ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِيطُۢ بِٱلۡكَٰفِرِينَ | ١٩,
2,20,TYPO,"The current Thai translation 'ทรงนำเอาหูและตาของพวกเขาไปแล้ว' is literal and awkward. The standard theological translation for 'ذَهَبَ بِـ' in this context is 'to remove/take away the faculty of', which is better rendered as 'ทรงทำให้การได้ยินและสายตาของพวกเขาหมดสิ้นไป' to match the Malay 'dihilangkanNya' and the classical Arabic meaning.",ทรงนำเอาหูและตาของพวกเขาไปแล้ว,ทรงทำให้การได้ยินและสายตาของพวกเขาหมดสิ้นไป,PASSED_GUARDRAIL,สายฟ้าแลบแทบจะเฉี่ยวสายตาของพวกเขาไป คราใดที่มันให้แสงสว่างแก่พวกเขา พวกเขาก็เดินไปในแสงสว่างนั้น และเมื่อมันมืดลงแก่พวกเขา พวกเขาก็หยุดยืน และหากอัลลอฮฺทรงประสงค์แล้ว แน่นอนก็ทรงนำเอาหูและตาของพวกเขาไปแล้ว แท้จริงอัลลอฮฺนั้นทรงอานุภาพเหนือทุกสิ่งทุกอย่าง,สายฟ้าแลบแทบจะเฉี่ยวสายตาของพวกเขาไป คราใดที่มันให้แสงสว่างแก่พวกเขา พวกเขาก็เดินไปในแสงสว่างนั้น และเมื่อมันมืดลงแก่พวกเขา พวกเขาก็หยุดยืน และหากอัลลอฮฺทรงประสงค์แล้ว แน่นอนก็ทรงทำให้การได้ยินและสายตาของพวกเขาหมดสิ้นไป แท้จริงอัลลอฮฺนั้นทรงอานุภาพเหนือทุกสิ่งทุกอย่าง,لَذَهَبَ بِسَمْعِهِمْ وَأَبْصَارِهِمْ,nescaya dihilangkanNya pendengaran dan penglihatan mereka,"Kilat itu pula hampir-hampir menyambar (menghilangkan) penglihatan mereka; tiap-tiap kali kilat itu menerangi mereka (dengan pancarannya), mereka berjalan dalam cahayanya. Dan apabila gelap menyelubungi mereka, berhentilah mereka (menunggu dengan bingungnya). Dan sekiranya Allah menghendaki, nescaya dihilangkanNya pendengaran dan penglihatan mereka; sesungguhnya Allah Maha Kuasa atas tiap-tiap sesuatu.",يَكَادُ ٱلۡبَرۡقُ يَخۡطَفُ أَبۡصَٰرَهُمۡۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوۡاْ فِيهِ وَإِذَآ أَظۡلَمَ عَلَيۡهِمۡ قَامُواْۚ وَلَوۡ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ | ٢٠,
2,22,TYPO,"The word 'อาคาร' (building) is technically correct but stylistically awkward in Thai for the sky. 'หลังคา' (roof/canopy) is the standard classical translation for 'بِنَآءٗ' in this context, aligning with the Malay 'bangunan' (structure/canopy) and standard Quranic exegesis.",ฟ้าเป็นอาคาร,ท้องฟ้าเป็นหลังคา,PASSED_GUARDRAIL,คือผู้ทรงให้แผ่นดินเป็นที่นอน และฟ้าเป็นอาคารแก่พวกเจ้า และทรงให้น้ำหลั่งลงมาจากฟากฟ้า แล้วได้ทรงให้บรรดาผลไม้ออกมา เนื่องด้วยน้ำนั้น ทั้งนี้เพื่อเป็นปัจจัยยังชีพแก่พวกเจ้า ดังนั้น พวกเจ้าจงอย่าให้มีผู้เท่าเทียมใด ๆ ขึ้น สำหรับอัลลอฮฺ โดยที่พวกเจ้าก็รู้กันอยู่,คือผู้ทรงให้แผ่นดินเป็นที่นอน และท้องฟ้าเป็นหลังคาแก่พวกเจ้า และทรงให้น้ำหลั่งลงมาจากฟากฟ้า แล้วได้ทรงให้บรรดาผลไม้ออกมา เนื่องด้วยน้ำนั้น ทั้งนี้เพื่อเป็นปัจจัยยังชีพแก่พวกเจ้า ดังนั้น พวกเจ้าจงอย่าให้มีผู้เท่าเทียมใด ๆ ขึ้น สำหรับอัลลอฮฺ โดยที่พวกเจ้าก็รู้กันอยู่,وَٱلسَّمَآءَ بِنَآءٗ,langit (serta segala isinya) sebagai bangunan,"Dia lah yang menjadikan bumi ini untuk kamu sebagai hamparan, dan langit (serta segala isinya) sebagai bangunan (yang dibina dengan kukuhnya); dan diturunkanNya air hujan dari langit, lalu dikeluarkanNya dengan air itu berjenis-jenis buah-buahan yang menjadi rezeki bagi kamu; maka janganlah kamu mengadakan bagi Allah, sebarang sekutu, padahal kamu semua mengetahui (bahawa Allah ialah Tuhan Yang Maha Esa).",ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَٰشٗا وَٱلسَّمَآءَ بِنَآءٗ وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزۡقٗا لَّكُمۡۖ فَلَا تَجۡعَلُواْ لِلَّهِ أَندَادٗا وَأَنتُمۡ تَعۡلَمُونَ | ٢٢,
2,23,MISTRANSLATION,The Arabic word 'شُهَدَآءَكُم' means 'your witnesses'. The current Thai translation 'ผู้ที่อยู่ในหมู่พวกเจ้า' (those who are among you) omits the specific meaning of 'witnesses' (shuhada) which is critical to the challenge presented in the verse.,ผู้ที่อยู่ในหมู่พวกเจ้าอื่นนอกจากอัลลอฮฺ,พยานของพวกเจ้าอื่นนอกจากอัลลอฮฺ,PASSED_GUARDRAIL,และหากปรากฏว่าพวกเจ้าอยู่ในความแคลงใจใด ๆ จากสิ่งที่ เราได้ลงมาแก่บ่าวของเราแล้ว ก็จงนำมาสักซูเราะฮฺหนึ่งเยี่ยงสิ่งนั้น และจงเชิญชวนผู้ที่อยู่ในหมู่พวกเจ้าอื่นนอกจากอัลลอฮฺ หากพวกเจ้าเป็นผู้พูดจริง,และหากปรากฏว่าพวกเจ้าอยู่ในความแคลงใจใด ๆ จากสิ่งที่ เราได้ลงมาแก่บ่าวของเราแล้ว ก็จงนำมาสักซูเราะฮฺหนึ่งเยี่ยงสิ่งนั้น และจงเชิญชวนพยานของพวกเจ้าอื่นนอกจากอัลลอฮฺ หากพวกเจ้าเป็นผู้พูดจริง,شُهَدَآءَكُم,orang-orang yang kamu percaya boleh menolong kamu,"Dan kalau kamu ada menaruh syak tentang apa yang Kami turunkan (Al-Quran) kepada hamba kami (Muhammad), maka cubalah buat dan datangkanlah satu surah yang sebanding dengan Al-Quran itu, dan panggilah orang-orang yang kamu percaya boleh menolong kamu selain dari Allah, jika betul kamu orang-orang yang benar.",وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ مِّن مِّثۡلِهِۦ وَٱدۡعُواْ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَٰدِقِينَ | ٢٣,
2,24,TYPO,The current Thai translation 'แต่พวกเจ้าก็ยังมิได้ทำ' (But you have not done it) is a mistranslation of the conditional 'فَإِن لَّمۡ تَفۡعَلُواْ' (If you do not do it/If you cannot do it). The current phrasing implies a past action rather than a conditional challenge.,แต่พวกเจ้าก็ยังมิได้ทำ,ถ้าพวกเจ้าทำไม่ได้,PASSED_GUARDRAIL,แต่พวกเจ้าก็ยังมิได้ทำ และจะไม่กระทำตลอดไปแล้ว ก็จงระวังไฟนรก ซึ่งเชื้อเพลิงของมันนั้นคือ มนุษย์ และหิน โดยที่มันได้ถูกเตรียมไว้ สำหรับบรรดาผู้ปฏิเสธศรัทธา,ถ้าพวกเจ้าทำไม่ได้ และจะไม่กระทำตลอดไปแล้ว ก็จงระวังไฟนรก ซึ่งเชื้อเพลิงของมันนั้นคือ มนุษย์ และหิน โดยที่มันได้ถูกเตรียมไว้ สำหรับบรรดาผู้ปฏิเสธศรัทธา,فَإِن لَّمۡ تَفۡعَلُواْ,Maka kalau kamu tidak dapat membuatnya,"Maka kalau kamu tidak dapat membuatnya, dan sudah tentu kamu tidak dapat membuatnya, maka peliharalah diri kamu dari api neraka yang bahan-bahan bakarannya: manusia dan batu-batu (berhala), (iaitu neraka) yang disediakan untuk orang-orang kafir.",فَإِن لَّمۡ تَفۡعَلُواْ وَلَن تَفۡعَلُواْ فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِي وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَٰفِرِينَ | ٢٤,
2,26,TYPO,"The Arabic word 'ba'udah' refers to a mosquito. 'ริ้น' in Thai refers to a sandfly or midge, whereas 'ยุง' is the correct term for mosquito.",ริ้น,ยุง,PASSED_GUARDRAIL,แท้จริงอัลลอฮฺไม่ทรงละอาย ในการที่พระองค์จะทรงยกอุทาหรณ์ใด ๆ ขึ้นเปรียบเทียบ ไม่ว่าจะเป็นริ้นสักตัวหนึ่ง แล้วก็สิ่งที่ยิ่งไปกว่านั้นก็ตาม ส่วนบรรดาผู้ที่ศรัทธานั้น พวกเขาย่อมรู้ว่าแท้จริงมัน คือ ความจริงที่มาจากพระเจ้าของพวกเขา และส่วนบรรดาผู้ที่ปฏิเสธการศรัทธานั้น พวกเขาจะพูดว่า อัลลอฮฺทรงประสงค์สิ่งใดในการยกอุทาหรณ์ด้วยสิ่งนี้? พระองค์ทรงให้คนมากมายหลงผิดด้วยอุทาหรณ์นั้น และทรงแนะนำทางที่ถูกต้องแก่คนมากมายด้วยอุทาหรณ์นั้น และพระองค์จะไม่ทรงให้ใครหลงผิดด้วยอุทาหรณ์นั้น นอกจากผู้ที่ฝ่าฝืนเท่านั้น,แท้จริงอัลลอฮฺไม่ทรงละอาย ในการที่พระองค์จะทรงยกอุทาหรณ์ใด ๆ ขึ้นเปรียบเทียบ ไม่ว่าจะเป็นยุงสักตัวหนึ่ง แล้วก็สิ่งที่ยิ่งไปกว่านั้นก็ตาม ส่วนบรรดาผู้ที่ศรัทธานั้น พวกเขาย่อมรู้ว่าแท้จริงมัน คือ ความจริงที่มาจากพระเจ้าของพวกเขา และส่วนบรรดาผู้ที่ปฏิเสธการศรัทธานั้น พวกเขาจะพูดว่า อัลลอฮฺทรงประสงค์สิ่งใดในการยกอุทาหรณ์ด้วยสิ่งนี้? พระองค์ทรงให้คนมากมายหลงผิดด้วยอุทาหรณ์นั้น และทรงแนะนำทางที่ถูกต้องแก่คนมากมายด้วยอุทาหรณ์นั้น และพระองค์จะไม่ทรงให้ใครหลงผิดด้วยอุทาหรณ์นั้น นอกจากผู้ที่ฝ่าฝืนเท่านั้น,بَعُوضَةٗ,nyamuk,"Sesungguhnya Allah tidak malu membuat perbandingan apa sahaja, (seperti) nyamuk hingga ke suatu yang lebih daripadanya (kerana perbuatan itu ada hikmatnya), iaitu kalau orang-orang yang beriman maka mereka akan mengetahui bahawa perbandingan itu benar dari Tuhan mereka; dan kalau orang-orang kafir pula maka mereka akan berkata: ""Apakah maksud Allah membuat perbandingan dengan ini?"" (Jawabnya): Tuhan akan menjadikan banyak orang sesat dengan sebab perbandingan itu, dan akan menjadikan banyak orang mendapat petunjuk dengan sebabnya; dan Tuhan tidak akan menjadikan sesat dengan sebab perbandingan itu melainkan orang-orang yang fasik;",۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ | ٢٦,
2,31,TYPO,"The phrase 'บรรดานามของทั้งปวง' is grammatically awkward and redundant in Thai. 'บรรดานามทั้งหลาย' is the standard, concise, and accurate translation for 'al-asma'a kullaha' (all the names).",บรรดานามของทั้งปวง,บรรดานามทั้งหลาย,PASSED_GUARDRAIL,และพระองค์ได้ทรงสอนบรรดานามของทั้งปวงให้แก่อาดัม ภายหลังได้ทรงแสดงสิ่งเหล่านั้นแก่มลาอิกะฮฺ แล้วตรัสว่า จงบอกบรรดาชื่อของสิ่งเหล่านั้นแก่ข้า หากพวกเจ้าเป็นผู้พูดจริง,และพระองค์ได้ทรงสอนบรรดานามทั้งหลายให้แก่อาดัม ภายหลังได้ทรงแสดงสิ่งเหล่านั้นแก่มลาอิกะฮฺ แล้วตรัสว่า จงบอกบรรดาชื่อของสิ่งเหล่านั้นแก่ข้า หากพวกเจ้าเป็นผู้พูดจริง,ٱلۡأَسۡمَآءَ كُلَّهَا,segala nama benda-benda,"Dan Ia telah mengajarkan Nabi Adam, akan segala nama benda-benda dan gunanya, kemudian ditunjukkannya kepada malaikat lalu Ia berfirman: ""Terangkanlah kepadaKu nama benda-benda ini semuanya jika kamu golongan yang benar"".",وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِي بِأَسۡمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمۡ صَٰدِقِينَ | ٣١,
2,35,MISTRANSLATION,"The term 'الظالمين' (al-zalimin) in this context refers to those who commit injustice or transgression against Allah's command. 'ผู้ละเมิด' is the standard theological translation for 'zalimin' in this context, whereas 'ผู้อธรรมแก่ตัวเอง' (those who wrong themselves) is a specific interpretation (tafsir) that is not explicitly stated in the Arabic text.",ผู้อธรรมแก่ตัวเอง,ผู้ละเมิด,PASSED_GUARDRAIL,และเราได้กล่าวว่า โอ้ อาดัม ! เจ้าและคู่ครองของเจ้าจงพำนักอยู่ในสวนสวรรค์นั้นเถิด และเจ้าทั้งสองจงบริโภคจากสวนนั้นอย่างกว้างขวาง ณ ที่ที่เจ้าทั้งสองปรารถนา และอย่าเข้าใกล้ต้นไม้ต้นนี้ (มิเช่นนั้นแล้ว) เจ้าทั้งสองจะกลายเป็นผู้อธรรมแก่ตัวเอง,และเราได้กล่าวว่า โอ้ อาดัม ! เจ้าและคู่ครองของเจ้าจงพำนักอยู่ในสวนสวรรค์นั้นเถิด และเจ้าทั้งสองจงบริโภคจากสวนนั้นอย่างกว้างขวาง ณ ที่ที่เจ้าทั้งสองปรารถนา และอย่าเข้าใกล้ต้นไม้ต้นนี้ (มิเช่นนั้นแล้ว) เจ้าทั้งสองจะกลายเป็นผู้ละเมิด,مِنَ ٱلظَّٰلِمِينَ,dari golongan orang-orang yang zalim,"Dan kami berfirman: ""Wahai Adam! Tinggalah engkau dan isterimu dalam syurga, dan makanlah dari makanannya sepuas-puasnya apa sahaja kamu berdua sukai, dan janganlah kamu hampiri pokok ini; (jika kamu menghampirinya) maka akan menjadilah kamu dari golongan orang-orang yang zalim"".",وَقُلۡنَا يَٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ | ٣٥,
2,36,MISTRANSLATION,The phrase 'เนื่องจากต้นไม้ต้นนั้น' (because of that tree) is an unnecessary interpretive addition that is not present in the Arabic text 'عَنۡهَا' (from it/the garden). The Thai translation should reflect the pronoun 'it' (the garden) as per the Malay reference and the Arabic source.,ภายหลังจากชัยฎอนได้ทำให้ทั้งสองนั้นพลั้งพลาดไป เนื่องจากต้นไม้ต้นนั้น,แล้วชัยฎอนได้ทำให้ทั้งสองนั้นพลั้งพลาดไปจากมัน,PASSED_GUARDRAIL,ภายหลังจากชัยฎอนได้ทำให้ทั้งสองนั้นพลั้งพลาดไป เนื่องจากต้นไม้ต้นนั้น แล้วได้ทำให้ทั้งสองออกจากที่ที่เคยพำนักอยู่ และเราได้กล่าวว่า พวกเจ้าจงออกไป โดยที่บางส่วนของพวกเจ้าต่างเป็นศัตรูต่อกัน และ (สำหรับพวกเจ้าในผืนแผ่นดินนั้น) มีที่พำนัก และมีสิ่งอำนวยประโยชน์จนถึงระยะเวลาหนึ่ง,แล้วชัยฎอนได้ทำให้ทั้งสองนั้นพลั้งพลาดไปจากมัน แล้วได้ทำให้ทั้งสองออกจากที่ที่เคยพำนักอยู่ และเราได้กล่าวว่า พวกเจ้าจงออกไป โดยที่บางส่วนของพวกเจ้าต่างเป็นศัตรูต่อกัน และ (สำหรับพวกเจ้าในผืนแผ่นดินนั้น) มีที่พำนัก และมีสิ่งอำนวยประโยชน์จนถึงระยะเวลาหนึ่ง,فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا,maka Syaitan menggelincirkan mereka berdua dari syurga itu,"Setelah itu maka Syaitan menggelincirkan mereka berdua dari syurga itu dan menyebabkan mereka dikeluarkan dari nikmat yang mereka telah berada di dalamnya dan Kami berfirman: ""Turunlah kamu! Sebahagian dari kamu menjadi musuh kepada sebahagian yang lain dan bagi kamu semua disediakan tempat kediaman di bumi, serta mendapat kesenangan hingga ke suatu masa (mati)"".",فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ | ٣٦,
2,37,MISTRANSLATION,"The Arabic verb 'talaqqa' means 'to receive' (as in receiving revelation or words), not 'to learn' (ta'allama). 'Kalimat' refers to the specific words/phrases taught to Adam, not necessarily 'supplications' (du'a) in this context.",ได้เรียนรู้คำวิงวอน,ได้รับถ้อยคำ,PASSED_GUARDRAIL,ภายหลังอาดัมได้เรียนรู้คำวิงวอนจากพระเจ้าของเขา แล้วพระองค์อภัยโทษแก่เขา แท้จริงพระองค์ คือผู้ทรงอภัยโทษ ผู้ทรงเมตตาเสมอ,ภายหลังอาดัมได้รับถ้อยคำจากพระเจ้าของเขา แล้วพระองค์อภัยโทษแก่เขา แท้จริงพระองค์ คือผู้ทรงอภัยโทษ ผู้ทรงเมตตาเสมอ,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ,menerima dari Tuhannya beberapa kalimah,"Kemudian Nabi Adam menerima dari Tuhannya beberapa kalimah (kata-kata pengakuan taubat yang diamalkannya), lalu Allah menerima taubatnya; sesungguhnya Allah, Dia lah yang Maha Pengampun (Penerima taubat), lagi Maha Mengasihani.",فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ | ٣٧,
2,45,MISTRANSLATION,"The Arabic word 'kabirah' in this context refers to the difficulty or burden of performing prayer, not its magnitude or size. 'หนักอึ้ง' accurately reflects the weight/difficulty as supported by the Malay 'amatlah berat'.",เป็นสิ่งใหญ่โต,เป็นเรื่องหนักอึ้ง,PASSED_GUARDRAIL,และพวกเจ้าจงอาศัยความอดทน และการละหมาดเถิด และแท้จริงการละหมาดนั้นเป็นสิ่งใหญ่โต นอกจากบรรดาผู้ที่นอบน้อมถ่อมตนเท่านั้น,และพวกเจ้าจงอาศัยความอดทน และการละหมาดเถิด และแท้จริงการละหมาดนั้นเป็นเรื่องหนักอึ้ง นอกจากบรรดาผู้ที่นอบน้อมถ่อมตนเท่านั้น,لَكَبِيرَةٌ,amatlah berat,Dan mintalah pertolongan (kepada Allah) dengan jalan sabar dan mengerjakan sembahyang; dan sesungguhnya sembahyang itu amatlah berat kecuali kepada orang-orang yang khusyuk;,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ | ٤٥,
2,46,MISTRANSLATION,"The Arabic verb 'yazunnu' in this context (as confirmed by the Malay 'percaya dengan yakin') denotes certainty of meeting Allah, not 'guessing' or 'expecting' (คาดคิด) which implies doubt.",คาดคิดว่า,เชื่อมั่นว่า,PASSED_GUARDRAIL,คือ บรรดาผู้ที่คาดคิดว่า แน่นอนพวกเขาจะพบกับพระเจ้าของพวกเขา และแน่นอนพวกเขาจะเป็นผู้กลับไปสู่พระองค์,คือ บรรดาผู้ที่เชื่อมั่นว่า แน่นอนพวกเขาจะพบกับพระเจ้าของพวกเขา และแน่นอนพวกเขาจะเป็นผู้กลับไปสู่พระองค์,يَظُنُّونَ,percaya dengan yakin,"(Iaitu) mereka yang percaya dengan yakin bahawa mereka akan menemui Tuhan mereka, dan bahawa mereka akan kembali kepadaNya.",ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ | ٤٦,
