surah,ayah,char_diff_count,diff_summary,thai_230_raw,thai_v3_master,len_chars_thai2,len_chars_thai3
31,18,2,['“' -> '']; ['”' -> ''],“และเจ้าอย่าหันแก้ม (ใบหน้า) ของเจ้าให้แก่ผู้คนอย่างยะโส และอย่าเดินไปตามแผ่นดินอย่างไร้มรรยาท แท้จริง อัลลอฮฺ มิทรงชอบทุกผู้หยิ่งจองหอง และผู้คุยโวโอ้อวด”,และเจ้าอย่าหันแก้ม (ใบหน้า) ของเจ้าให้แก่ผู้คนอย่างยะโส และอย่าเดินไปตามแผ่นดินอย่างไร้มรรยาท แท้จริงอัลลอฮฺมิทรงชอบทุกผู้หยิ่งจองหอง และผู้คุยโวโอ้อวด,148,146
31,19,2,['“' -> '']; ['”' -> ''],“และเจ้าจงก้าวเท้าของเจ้าพอประมาณ และจงลดเสียงของเจ้าลง แท้จริง เสียงที่น่าเกลียดยิ่งคือเสียง (ร้อง) ของลา”,และเจ้าจงก้าวเท้าของเจ้าพอประมาณ และจงลดเสียงของเจ้าลง แท้จริงเสียงที่น่าเกลียดยิ่งคือเสียง (ร้อง) ของลา,102,100
31,20,0,IDENTICAL,พวกเจ้ามิเห็นดอกหรือว่า แท้จริงอัลลอฮฺทรงอำนวยความสะดวกให้แก่พวกเจ้า สิ่งที่มีอยู่ในชั้นฟ้าทั้งหลายและสิ่งที่มีอยู่ในแผ่นดิน และพระองค์ได้ทรงประทานความโปรดปรานมากหลายของพระองค์อย่างครบครันแก่พวกเจ้าทั้งที่เปิดเผยและที่ซ่อนเร้น และในหมู่มนุษย์มีผู้โต้เถียงในเรื่องของอัลลอฮฺ โดยปราศจากความรู้และปราศจากแนวทางที่ถูกต้องและปราศจากคัมภีร์ที่ให้ความสว่าง(แก่พวกเขา),พวกเจ้ามิเห็นดอกหรือว่า แท้จริงอัลลอฮฺทรงอำนวยความสะดวกให้แก่พวกเจ้า สิ่งที่มีอยู่ในชั้นฟ้าทั้งหลายและสิ่งที่มีอยู่ในแผ่นดิน และพระองค์ได้ทรงประทานความโปรดปรานมากหลายของพระองค์อย่างครบครันแก่พวกเจ้าทั้งที่เปิดเผยและที่ซ่อนเร้น และในหมู่มนุษย์มีผู้โต้เถียงในเรื่องของอัลลอฮฺ โดยปราศจากความรู้และปราศจากแนวทางที่ถูกต้องและปราศจากคัมภีร์ที่ให้ความสว่าง (แก่พวกเขา),355,355
31,21,1,['?' -> ''],และเมื่อได้มีการกล่าวแก่พวกเขาว่า จงปฏิบัติตามสิ่งที่อัลลอฮฺทรงประทานลงมา พวกเขากล่าวว่า แต่เราจะปฏิบัติตามสิ่งที่เราพบบรรพบุรุษของเราปฏิบัติในเรื่องนั้น อะไรกัน ถึงแม้ว่าชัยตอนจะเรียกร้องพวกเขาสู่การลงโทษที่มีไฟลุกโชนอยู่กระนั้นหรือ?,และเมื่อได้มีการกล่าวแก่พวกเขาว่า จงปฏิบัติตามสิ่งที่อัลลอฮฺทรงประทานลงมา พวกเขากล่าวว่า แต่เราจะปฏิบัติตามสิ่งที่เราพบบรรพบุรุษของเราปฏิบัติในเรื่องนั้น อะไรกัน ถึงแม้ว่าชัยตอนจะเรียกร้องพวกเขาสู่การลงโทษที่มีไฟลุกโชนอยู่กระนั้นหรือ,229,228
31,22,0,IDENTICAL,และผู้ใดยอมนอบน้อมใบหน้าของเขายังอัลลอฮฺ โดยที่เขาเป็นผู้กระทำดี แน่นอนเขาได้ยึดห่วงอันมั่นคงไว้แล้ว และบั้นปลายของกิจการทั้งหลายย่อมกลับไปหาอัลลอฮฺ,และผู้ใดยอมนอบน้อมใบหน้าของเขายังอัลลอฮฺ โดยที่เขาเป็นผู้กระทำดี แน่นอนเขาได้ยึดห่วงอันมั่นคงไว้แล้ว และบั้นปลายของกิจการทั้งหลายย่อมกลับไปหาอัลลอฮฺ,145,145
31,23,0,IDENTICAL,และผู้ใดปฏิเสธศรัทธา ก็อย่าให้การปฏิเสธศรัทธาของเขาทำให้เจ้าเศร้าโศกเสียใจ และยังเรานั้นคือทางกลับของพวกเขา ดังนั้น เราจะบอกแก่พวกเขาในสิ่งที่พวกเขาได้กระทำไว้ แท้จริง อัลลอฮฺนั้นเป็นผู้ทรงรอบรู้สิ่งที่อยู่ในทรวงอก,และผู้ใดปฏิเสธศรัทธา ก็อย่าให้การปฏิเสธศรัทธาของเขาทำให้เจ้าเศร้าโศกเสียใจ และยังเรานั้นคือทางกลับของพวกเขา ดังนั้น เราจะบอกแก่พวกเขาในสิ่งที่พวกเขาได้กระทำไว้ แท้จริง อัลลอฮฺนั้นเป็นผู้ทรงรอบรู้สิ่งที่อยู่ในทรวงอก,208,208
31,24,0,IDENTICAL,เราจะให้เวลาพวกเขาสนุกสนานกันเพียงเล็กน้อย แล้วเราจะไล่ต้อนพวกเขาสู่การลงโทษที่รุนแรง,เราจะให้เวลาพวกเขาสนุกสนานกันเพียงเล็กน้อย แล้วเราจะไล่ต้อนพวกเขาสู่การลงโทษที่รุนแรง,84,84
31,25,2,['“' -> '']; ['”' -> ''],และถ้าเจ้าถามพวกเขา ใครเป็นผู้สร้างชั้นฟ้าทั้งหลายและแผ่นดิน แน่นอน พวกเขาจะกล่าวว่า อัลลอฮฺ จงกล่าวเถิด (มุฮัมมัด) “บรรดาการสรรเสริญเป็นของอัลลอฮฺ” แต่ทว่าส่วนมากของพวกเขาไม่รู้,และถ้าเจ้าถามพวกเขา ใครเป็นผู้สร้างชั้นฟ้าทั้งหลายและแผ่นดิน แน่นอน พวกเขาจะกล่าวว่า อัลลอฮฺ จงกล่าวเถิด (มุฮัมมัด) บรรดาการสรรเสริญเป็นของอัลลอฮฺ แต่ทว่าส่วนมากของพวกเขาไม่รู้,170,168
31,26,0,IDENTICAL,สิ่งที่อยู่ในชั้นฟ้าทั้งหลายและแผ่นดินเป็นสิทธิของอัลลอฮฺ แท้จริงอัลลอฮฺนั้นคือ ผู้ทรงพอเพียงจากสิ่งทั้งหลาย ผู้ทรงได้รับการสรรเสริญ,สิ่งที่อยู่ในชั้นฟ้าทั้งหลายและแผ่นดินเป็นสิทธิของอัลลอฮฺ แท้จริงอัลลอฮฺนั้นคือผู้ทรงพอเพียงจากสิ่งทั้งหลาย ผู้ทรงได้รับการสรรเสริญ,129,129
31,27,0,IDENTICAL,และหากว่าต้นไม้ทั้งหมดที่มีอยู่ในแผ่นดินเป็นปากกาหลาย ๆ ด้าม และมหาสมุทร (เป็นน้ำหมึก) มีสำรองไว้อีกเจ็ดมหาสมุทรของอัลลอฮฺก็จะยังไม่หมดสิ้นไป แท้จริงอัลลอฮฺเป็นผู้ทรงอำนาจ ผู้ทรงปรีชาญาณ,และหากว่าต้นไม้ทั้งหมดที่มีอยู่ในแผ่นดินเป็นปากกาหลาย ๆ ด้าม และมหาสมุทร (เป็นน้ำหมึก) มีสำรองไว้อีกเจ็ดมหาสมุทรของอัลลอฮฺ ก็จะยังไม่หมดสิ้นไป แท้จริงอัลลอฮฺเป็นผู้ทรงอำนาจ ผู้ทรงปรีชาญาณ,179,179
31,28,0,IDENTICAL,การบังเกิดของพวกเจ้าและการฟื้นคืนชีพของพวกเจ้า มิใช่อื่นใดนอกจากเสมือนชีวิตเดียว แท้จริง อัลลอฮฺเป็นผู้ทรงได้ยินผู้ทรงเห็น,การบังเกิดของพวกเจ้าและการฟื้นคืนชีพของพวกเจ้ามิใช่อื่นใดนอกจากเสมือนชีวิตเดียว แท้จริงอัลลอฮฺเป็นผู้ทรงได้ยิน ผู้ทรงเห็น,119,119
31,29,0,IDENTICAL,เจ้ามิเห็นดอกหรือว่า แท้จริงอัลลอฮฺทรงให้กลางคืนคาบเกี่ยวเข้าไปในเวลากลางวัน และทรงให้กลางวันคาบเกี่ยวเข้าไปในเวลากลางคืน และทรงสร้างให้ดวงอาทิตย์และดวงจันทร์ (เป็นประโยชน์แก่มนุษย์) ทุกสิ่งโคจรไปตามวาระที่กำหนดไว้ และแท้จริงอัลลอฮฺนั้นทรงรู้ดียิ่งในสิ่งที่พวกเจ้ากระทำ,เจ้ามิเห็นดอกหรือว่า แท้จริงอัลลอฮฺทรงให้กลางคืนคาบเกี่ยวเข้าไปในเวลากลางวัน และทรงให้กลางวันคาบเกี่ยวเข้าไปในเวลากลางคืน และทรงสร้างให้ดวงอาทิตย์และดวงจันทร์ (เป็นประโยชน์แก่มนุษย์) ทุกสิ่งโคจรไปตามวาระที่กำหนดไว้ และแท้จริงอัลลอฮฺนั้นทรงรู้ดียิ่งในสิ่งที่พวกเจ้ากระทำ,263,263
31,30,0,IDENTICAL,นั่นเพราะว่าอัลลอฮฺนั้น พระองค์คือผู้ทรงสัจจะ และเพราะว่าสิ่งที่พวกเขาวิงวอนขออื่นจากพระองค์นั้นเป็นเท็จ และเพราะว่าอัลลอฮฺนั้น พระองค์เป็นผู้ทรงสูงส่ง ผู้ทรงยิ่งใหญ่,นั่นเพราะว่าอัลลอฮฺนั้น พระองค์คือผู้ทรงสัจจะ และเพราะว่าสิ่งที่พวกเขาวิงวอนขออื่นจากพระองค์นั้นเป็นเท็จ และเพราะว่าอัลลอฮฺนั้น พระองค์เป็นผู้ทรงสูงส่ง ผู้ทรงยิ่งใหญ่,161,161
31,31,0,IDENTICAL,เจ้ามิเห็นดอกหรือว่า เรือนั้นแล่นไปตามท้องทะเลเนื่องด้วยความโปรดปรานของอัลลอฮฺ เพื่อพระองค์จะให้พวกเจ้าได้เห็นสัญญาณต่าง ๆ ของพระองค์ แท้จริงในการนั้นย่อมเป็นสัญญาณแก่ผู้อดทนผู้ขอบคุณทุกคน,เจ้ามิเห็นดอกหรือว่า เรือนั้นแล่นไปตามท้องทะเลเนื่องด้วยความโปรดปรานของอัลลอฮฺ เพื่อพระองค์จะให้พวกเจ้าได้เห็นสัญญาณต่าง ๆ ของพระองค์ แท้จริงในการนั้นย่อมเป็นสัญญาณแก่ผู้อดทน ผู้ขอบคุณทุกคน,183,183
31,32,0,IDENTICAL,และเมื่อลูกคลื่นซัดมาท่วมมิดตัวพวกเขาคล้ายฝาที่ครอบคลุม พวกเขาก็วิงวอนขอต่ออัลลอฮฺด้วยความบริสุทธิ์ใจต่อพระองค์ ครั้นเมื่อพระองค์ได้ช่วยให้พวกเขาได้ขึ้นบกในหมู่พวกเขามีผู้อยู่ในสายกลาง และไม่มีผู้ปฏิเสธสัญญาณต่าง ๆ ของเรา นอกจากทุกผู้ทรยศผู้เนรคุณ,และเมื่อลูกคลื่นซัดมาท่วมมิดตัวพวกเขาคล้ายฝาที่ครอบคลุม พวกเขาก็วิงวอนขอต่ออัลลอฮฺด้วยความบริสุทธิ์ใจต่อพระองค์ ครั้นเมื่อพระองค์ได้ช่วยให้พวกเขาได้ขึ้นบก ในหมู่พวกเขามีผู้อยู่ในสายกลาง และไม่มีผู้ปฏิเสธสัญญาณต่าง ๆ ของเรา นอกจากทุกผู้ทรยศ ผู้เนรคุณ,241,241
31,33,0,IDENTICAL,โอ้มนุษย์เอ๋ย พวกเจ้าจงยำเกรงพระเจ้าของพวกเจ้าเถิด และจงกลัววันหนึ่งที่พ่อไม่อาจจะช่วยลูกของเขาได้ และลูกก็ไม่อาจจะช่วยพ่อของเขาได้แต่อย่างใด แท้จริงสัญญาของอัลลอฮฺนั้นเป็นความจริง ดังนั้นอย่าให้การมีชีวิตอยู่ในโลกนี้ล่อลวงพวกเจ้า และอย่าให้หัวหน้าพวกล่อลวง (ชัยตอน) มาหลอกลวงพวกเจ้าเกี่ยวกับอัลลอฮฺเป็นอันขาด,โอ้มนุษย์เอ๋ย พวกเจ้าจงยำเกรงพระเจ้าของพวกเจ้าเถิด และจงกลัววันหนึ่งที่พ่อไม่อาจจะช่วยลูกของเขาได้ และลูกก็ไม่อาจจะช่วยพ่อของเขาได้แต่อย่างใด แท้จริงสัญญาของอัลลอฮฺนั้นเป็นความจริง ดังนั้นอย่าให้การมีชีวิตอยู่ในโลกนี้ล่อลวงพวกเจ้า และอย่าให้หัวหน้าพวกล่อลวง (ชัยตอน) มาหลอกลวงพวกเจ้าเกี่ยวกับอัลลอฮฺเป็นอันขาด,301,301
31,34,0,IDENTICAL,แท้จริงอัลลอฮฺนั้น ความรู้แห่งวันอวสานมีอยู่ ณ ที่พระองค์ และพระองค์ทรงประทานฝนลงมาและพระองค์ทรงรอบรู้สิ่งที่อยู่ในมดลูก และไม่มีชีวิตใดรู้สิ่งที่มันจะหามาได้ในวันรุ่งขึ้น และไม่มีชีวิตใดรู้ว่า ณ แผ่นดินใดมันจะตาย แท้จริงอัลลอฮฺนั้นเป็นผู้ทรงรอบรู้อย่างละเอียดถี่ถ้วน,แท้จริงอัลลอฮฺนั้น ความรู้แห่งวันอวสานมีอยู่ ณ ที่พระองค์ และพระองค์ทรงประทานฝนลงมา และพระองค์ทรงรอบรู้สิ่งที่อยู่ในมดลูก และไม่มีชีวิตใดรู้สิ่งที่มันจะหามาได้ในวันรุ่งขึ้น และไม่มีชีวิตใดรู้ว่า ณ แผ่นดินใดมันจะตาย แท้จริงอัลลอฮฺนั้นเป็นผู้ทรงรอบรู้อย่างละเอียดถี่ถ้วน,258,258
32,1,0,IDENTICAL,อะลิฟ ลาม มีม,อะลิฟ ลาม มีม,11,11
32,2,0,IDENTICAL,การประทานลงมาของคัมภีร์นี้ไม่มีข้อสงสัยใด ๆ ในนั้น จากพระเจ้าแห่งสากลโลก,การประทานลงมาของคัมภีร์นี้ไม่มีข้อสงสัยใด ๆ ในนั้น จากพระเจ้าแห่งสากลโลก,69,69
32,3,2,['“' -> '']; ['”' -> ''],หรือพวกเขากล่าวว่า “เขา (มุฮัมมัด) ได้ปั้นแต่งคัมภีร์นี้ขึ้นมา” แต่ว่าคัมภีร์นี้ คือ สัจธรรมจากพระเจ้าของเจ้า เพื่อเจ้าจักได้ตักเตือนกลุ่มชนหนึ่งที่มิได้มีผู้ตักเตือนคนใดมายังพวกเขาก่อนหน้าเจ้า หวังว่าพวกเขาจะได้อยู่ในแนวทางที่ถูกต้อง,หรือพวกเขากล่าวว่า เขา (มุฮัมมัด) ได้ปั้นแต่งคัมภีร์นี้ขึ้นมา แต่ว่าคัมภีร์นี้คือสัจธรรมจากพระเจ้าของเจ้า เพื่อเจ้าจักได้ตักเตือนกลุ่มชนหนึ่งที่มิได้มีผู้ตักเตือนคนใดมายังพวกเขาก่อนหน้าเจ้า หวังว่าพวกเขาจะได้อยู่ในแนวทางที่ถูกต้อง,226,224
32,4,1,['?' -> ''],อัลลอฮฺคือผู้ทรงสร้างชั้นฟ้าทั้งหลาย และแผ่นดิน และสิ่งที่อยู่ในระหว่างทั้งสองในเวลา 6 วัน แล้วพระองค์ทรงสถิตอยู่บนบัลลังก์ สำหรับพวกเจ้านั้นไม่มีผู้คุ้มครองและผู้ช่วยเหลืออื่นจากพระองค์ แล้วพวกเจ้ามิได้ใคร่ครวญบ้างดอกหรือ ?,อัลลอฮฺคือผู้ทรงสร้างชั้นฟ้าทั้งหลาย และแผ่นดิน และสิ่งที่อยู่ในระหว่างทั้งสองในเวลา 6 วัน แล้วพระองค์ทรงสถิตอยู่บนบัลลังก์ สำหรับพวกเจ้านั้นไม่มีผู้คุ้มครองและผู้ช่วยเหลืออื่นจากพระองค์ แล้วพวกเจ้ามิได้ใคร่ครวญบ้างดอกหรือ,216,215
32,5,0,IDENTICAL,พระองค์ทรงบริหารกิจการจากชั้นฟ้าสู่แผ่นดิน แล้วมันจะขึ้นไปสู่พระองค์ในวันหนึ่งซึ่งกำหนดของมันเท่ากับหนึ่งพันปีตามที่พวกเจ้านับ,พระองค์ทรงบริหารกิจการจากชั้นฟ้าสู่แผ่นดิน แล้วมันจะขึ้นไปสู่พระองค์ในวันหนึ่งซึ่งกำหนดของมันเท่ากับหนึ่งพันปีตามที่พวกเจ้านับ,125,125
32,6,0,IDENTICAL,นั่นคือพระผู้ทรงรอบรู้สิ่งเร้นลับ และเปิดเผย เป็นผู้ทรงอำนาจ ผู้ทรงเมตตาเสมอ,นั่นคือพระผู้ทรงรอบรู้สิ่งเร้นลับและเปิดเผย เป็นผู้ทรงอำนาจ ผู้ทรงเมตตาเสมอ,73,73
32,7,0,IDENTICAL,ผู้ทรงทำให้ทุกสิ่งที่พระองค์ทรงสร้างมันให้ดีงาม และพระองค์ทรงเริ่มการสร้างมนุษย์จากดิน,ผู้ทรงทำให้ทุกสิ่งที่พระองค์ทรงสร้างมันให้ดีงาม และพระองค์ทรงเริ่มการสร้างมนุษย์จากดิน,85,85
32,8,0,IDENTICAL,แล้วทรงให้การสืบตระกูล ของมนุษย์มาจากน้ำ (อสุจิ) อันไร้ค่า,แล้วทรงให้การสืบตระกูลของมนุษย์มาจากน้ำ (อสุจิ) อันไร้ค่า,55,55
32,9,0,IDENTICAL,แล้วทรงทำให้เขามีสัดส่วนที่สมบูรณ์ และทรงเป่ารูหฺ (วิญญาณ) ของพระองค์เข้าไปในเขาและทรงให้พวกเจ้าได้ยินและได้เห็นและให้มีจิตใจ (สติปัญญา) ส่วนน้อยเท่านั้นที่พวกเจ้าขอบคุณ,แล้วทรงทำให้เขามีสัดส่วนที่สมบูรณ์ และทรงเป่ารูหฺ (วิญญาณ) ของพระองค์เข้าไปในเขา และทรงให้พวกเจ้าได้ยินและได้เห็นและให้มีจิตใจ (สติปัญญา) ส่วนน้อยเท่านั้นที่พวกเจ้าขอบคุณ,164,164
32,10,0,IDENTICAL,และพวกเขากล่าวกันว่า เมื่อเราได้สลายตัวลงสู่ใต้ผืนแผ่นดินไปแล้ว เราจะเกิดขึ้นมาใหม่กระนั้นหรือ แต่พวกเขาปฏิเสธต่อการพบพระเจ้าของพวกเขา,และพวกเขากล่าวกันว่า เมื่อเราได้สลายตัวลงสู่ใต้ผืนแผ่นดินไปแล้ว เราจะเกิดขึ้นมาใหม่กระนั้นหรือ แต่พวกเขาปฏิเสธต่อการพบพระเจ้าของพวกเขา,131,131
32,11,0,IDENTICAL,จงกล่าวเถิดมุฮัมมัด มะลักผู้ปลิดชีวิต ผู้ได้รับมอบหมายเกี่ยวกับพวกท่าน จะปลิดชีวิตของพวกท่าน แล้วพวกท่านจะถูกนำกลับไปยังพระเจ้าของพวกท่าน,จงกล่าวเถิดมุฮัมมัด มะลักผู้ปลิดชีวิตผู้ได้รับมอบหมายเกี่ยวกับพวกท่านจะปลิดชีวิตของพวกท่าน แล้วพวกท่านจะถูกนำกลับไปยังพระเจ้าของพวกท่าน,133,133
32,12,0,IDENTICAL,และถ้าเจ้าได้เห็น เมื่อผู้กระทำผิดทั้งหลายก้มศีรษะของพวกเขาลง ณ ที่พระเจ้าของพวกเขา (พลางกล่าวว่า) ข้าแต่พระเจ้าของเรา เราได้เห็นแล้ว เราได้ยินแล้ว ขอได้ทรงโปรดส่งเรากลับไป (ยังโลกดุนยา) เพื่อเราจะได้กระทำความดี แท้จริงเราเป็นผู้มีความเชื่อมั่นแล้ว (ณบัดนี้),และถ้าเจ้าได้เห็น เมื่อผู้กระทำผิดทั้งหลายก้มศีรษะของพวกเขาลง ณ ที่พระเจ้าของพวกเขา (พลางกล่าวว่า) ข้าแต่พระเจ้าของเรา เราได้เห็นแล้ว เราได้ยินแล้ว ขอได้ทรงโปรดส่งเรากลับไป (ยังโลกดุนยา) เพื่อเราจะได้กระทำความดี แท้จริงเราเป็นผู้มีความเชื่อมั่นแล้ว (ณ บัดนี้),246,246
32,13,0,IDENTICAL,และถ้าเราประสงค์ แน่นอนเราจะทำให้ทุกชีวิตสู่แนวทางที่ถูกต้องของมัน แต่ว่าคำสัญญาของข้าจะต้องสมจริง แน่นอนข้าจะให้นรกเต็มไปด้วยญินและมนุษย์รวมทั้งหมด,และถ้าเราประสงค์ แน่นอนเราจะทำให้ทุกชีวิตสู่แนวทางที่ถูกต้องของมัน แต่ว่าคำสัญญาของข้าจะต้องสมจริง แน่นอนข้าจะให้นรกเต็มไปด้วยญินและมนุษย์รวมทั้งหมด,145,145
32,14,0,IDENTICAL,ดังนั้น พวกเจ้า (ชาวนรก) จงลิ้มรสเถิด เนื่องด้วยพวกเจ้าได้ลืมการชุมนุมกันในวันนี้ของพวกเจ้า แท้จริงเราก็ลืมพวกเจ้าด้วย และพวกเจ้าจงลิ้มรสการลงโทษอย่างตลอดกาลตามที่พวกเจ้าได้กระทำไว้เถิด,ดังนั้น พวกเจ้า (ชาวนรก) จงลิ้มรสเถิด เนื่องด้วยพวกเจ้าได้ลืมการชุมนุมกันในวันนี้ของพวกเจ้า แท้จริงเราก็ลืมพวกเจ้าด้วย และพวกเจ้าจงลิ้มรสการลงโทษอย่างตลอดกาลตามที่พวกเจ้าได้กระทำไว้เถิด,179,179
32,15,1,['' -> 'เ'],แท้จริงบรรดาผู้ศรัทธาต่ออายาตทั้งหลายของเราเท่านั้น ที่เมื่อพวกเขาถูกเตือนให้รำลึกถึงอายาต พวกเขา (ก็จะ) ก้มลงสุญูด และสดุดีสรรเสริญแด่พระจ้าของพวกเขา โดยที่พวกเขาไม่หยิ่งผยอง,แท้จริงบรรดาผู้ศรัทธาต่ออายาตทั้งหลายของเราเท่านั้น ที่เมื่อพวกเขาถูกเตือนให้รำลึกถึงอายาต พวกเขา (ก็จะ) ก้มลงสุญูด และสดุดีสรรเสริญแด่พระเจ้าของพวกเขา โดยที่พวกเขาไม่หยิ่งผยอง,169,170
32,16,0,IDENTICAL,สีข้างของพวกเขาเคลื่อนห่างจากที่นอน พลางวิงวอนต่อพระเจ้าของพวกเขาด้วยความกลัวและความหวัง และพวกเขาบริจาค สิ่งที่เราได้ให้เป็นเครื่องยังชีพแก่พวกเขา,สีข้างของพวกเขาเคลื่อนห่างจากที่นอน พลางวิงวอนต่อพระเจ้าของพวกเขาด้วยความกลัวและความหวัง และพวกเขาบริจาคสิ่งที่เราได้ให้เป็นเครื่องยังชีพแก่พวกเขา,144,144
32,17,0,IDENTICAL,ดังนั้น จึงไม่มีชีวิตใดรู้สิ่งที่ถูกซ่อนไว้สำหรับพวกเขา ให้เป็นที่รื่นรมย์แก่สายตา เป็นการตอบแทนในสิ่งที่พวกเขาได้กระทำไว้,ดังนั้น จึงไม่มีชีวิตใดรู้สิ่งที่ถูกซ่อนไว้สำหรับพวกเขา ให้เป็นที่รื่นรมย์แก่สายตา เป็นการตอบแทนในสิ่งที่พวกเขาได้กระทำไว้,119,119
32,18,1,['?' -> ''],ดังนั้น ผู้ศรัทธาจะเหมือนกับคนชั่วช้ากระนั้นหรือ? พวกเขาย่อมไม่เท่าเทียมกันแน่ ๆ,ดังนั้น ผู้ศรัทธาจะเหมือนกับคนชั่วช้ากระนั้นหรือ พวกเขาย่อมไม่เท่าเทียมกันแน่ ๆ,77,76
32,19,0,IDENTICAL,ส่วนบรรดาผู้ศรัทธาและกระทำความดีทั้งหลายนั้น สำหรับพวกเขาคือสวนสวรรค์หลากหลาย เป็นที่พำนักเตรียมไว้ตามที่พวกเขาได้กระทำไว้,ส่วนบรรดาผู้ศรัทธาและกระทำความดีทั้งหลายนั้น สำหรับพวกเขาคือสวนสวรรค์หลากหลาย เป็นที่พำนักเตรียมไว้ตามที่พวกเขาได้กระทำไว้,120,120
32,20,2,['“' -> '']; ['”' -> ''],และส่วนบรรดาผู้ชั่วช้านั้น ที่พำนักของพวกเขาคือไฟนรก คราใดที่พวกเขาต้องการจะออกไปจากมัน พวกเขาจะถูกบังคับให้เข้าไปในนั้นอีก และจะมีเสียงกล่าวแก่พวกเขาว่า “จงลิ้มรสการลงโทษของไฟนรกซึ่งพวกท่านเคยปฏิเสธ ไม่เชื่อมัน”,และส่วนบรรดาผู้ชั่วช้านั้น ที่พำนักของพวกเขาคือไฟนรก คราใดที่พวกเขาต้องการจะออกไปจากมัน พวกเขาจะถูกบังคับให้เข้าไปในนั้นอีก และจะมีเสียงกล่าวแก่พวกเขาว่า จงลิ้มรสการลงโทษของไฟนรกซึ่งพวกท่านเคยปฏิเสธไม่เชื่อมัน,206,204
32,21,0,IDENTICAL,และแน่นอน เราจะให้พวกเขาได้ลิ้มรสการลงโทษอันใกล้ (ในโลกนี้) ก่อนการลงโทษอันยิ่งใหญ่ (ในปรโลก) เพื่อว่าพวกเขาจะกลับมาสำนึกผิด,และแน่นอน เราจะให้พวกเขาได้ลิ้มรสการลงโทษอันใกล้ (ในโลกนี้) ก่อนการลงโทษอันยิ่งใหญ่ (ในปรโลก) เพื่อว่าพวกเขาจะกลับมาสำนึกผิด,119,119
32,22,0,IDENTICAL,และผู้ใดเล่าจะอธรรมยิ่งไปกว่าผู้ถูกเตือนให้รำลึกถึงอายาตทั้งหลายของพระเจ้าของเขา แล้วเขาก็ผินหลังให้กับอายาตเหล่านั้น แท้จริงเราเป็นผู้จองเวรบรรดาผู้กระทำผิด,และผู้ใดเล่าจะอธรรมยิ่งไปกว่าผู้ถูกเตือนให้รำลึกถึงอายาตทั้งหลายของพระเจ้าของเขา แล้วเขาก็ผินหลังให้กับอายาตเหล่านั้น แท้จริงเราเป็นผู้จองเวรบรรดาผู้กระทำผิด,155,155
32,23,1,['-' -> ''],และโดยแน่นอน เราได้ให้คัมภีร์แก่มูซา ดังนั้น เจ้า (มุฮัมมัด) อย่าอยู่ในการสงสัยต่อการพบมัน และเราได้ทำให้มัน (คัมภีร์อัต-เตารอฮฺ) เป็นแนวทางที่ถูกต้องแก่วงศ์วานของอิสรออีล,และโดยแน่นอน เราได้ให้คัมภีร์แก่มูซา ดังนั้นเจ้า (มุฮัมมัด) อย่าอยู่ในการสงสัยต่อการพบมัน และเราได้ทำให้มัน (คัมภีร์อัตเตารอฮฺ) เป็นแนวทางที่ถูกต้องแก่วงศ์วานของอิสรออีล,163,162
32,24,0,IDENTICAL,และเราได้จัดให้มีหัวหน้าจากพวกเขา เพื่อจะได้ชี้แนะแนวทางที่ถูกต้องตามคำบัญชาของเรา ในเมื่อพวกเขามีความอดทนและพวกเขาเชื่อมั่นต่ออายาตทั้งหลายของเรา,และเราได้จัดให้มีหัวหน้าจากพวกเขา เพื่อจะได้ชี้แนะแนวทางที่ถูกต้องตามคำบัญชาของเรา ในเมื่อพวกเขามีความอดทนและพวกเขาเชื่อมั่นต่ออายาตทั้งหลายของเรา,144,144
32,25,0,IDENTICAL,แท้จริงพระเจ้าของเจ้า พระองค์จะทรงตัดสินระหว่างพวกเขาในวันกิยามะฮฺในสิ่งที่พวกเขาขัดแย้งกันในเรื่องนั้น,แท้จริงพระเจ้าของเจ้า พระองค์จะทรงตัดสินระหว่างพวกเขาในวันกิยามะฮฺ ในสิ่งที่พวกเขาขัดแย้งกันในเรื่องนั้น,102,102
32,26,0,IDENTICAL,ยังมิเป็นที่ประจักษ์ชัดแก่พวกเขาดอกหรือว่า กี่มากน้อยแล้วที่เราได้ทำลายประชาชาติก่อนหน้าของเขาไปหลายชั่วศตวรรษ โดยที่พวกเขา (กุฟฟารมักกะฮฺ) ได้ไปพบเห็นมาในที่พำนักอาศัยของพวกเขา แท้จริง ในการนี้ย่อมเป็นสัญญาณอย่างมากหลาย แล้วพวกเขายังไม่เชื่อฟัง (ใคร่ครวญ) อีกหรือ,ยังมิเป็นที่ประจักษ์ชัดแก่พวกเขาดอกหรือว่า กี่มากน้อยแล้วที่เราได้ทำลายประชาชาติก่อนหน้าของเขาไปหลายชั่วศตวรรษ โดยที่พวกเขา (กุฟฟารมักกะฮฺ) ได้ไปพบเห็นมาในที่พำนักอาศัยของพวกเขา แท้จริงในการนี้ย่อมเป็นสัญญาณอย่างมากหลาย แล้วพวกเขายังไม่เชื่อฟัง (ใคร่ครวญ) อีกหรือ,255,255
